OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
68528,Avalon Ave&La Grande Ave SW-NS,AVLNLAG1,AVLNLAGR,3680,37.72474,-122.42421999999999,,LA GRANDE AVE,AVALON AVE,NS,SW,FL,1,1720006111000,15515667,146,11,POINT (-122.42422 37.72474),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
68484,25 ST&PENNSYLVANIA  NS SW,25STPEN1,,7526,37.752463,-122.39277,,MISSISSIPPI ST,25TH ST,,,,0,1720006111000,15525824,146,10,POINT (-122.39277 37.752463),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,54,54
68721,Ocean Ave&Aptos Ave W-NS/SI,OCENAPT0,OCENAPTO,5780,37.728383,-122.467871,2,APTOS AVE,OCEAN AVE,NS,WE,SI,0,1720006111000,15518995,146,7,POINT (-122.467871 37.728383),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,67,67
67496,South Hill Blvd&Rolph St E-NS/PS,SOHLRLP0,SOHLRLPH,6471,37.711234,-122.431771,,ROLPH ST,SOUTH HILL BLVD,NS,EA,,0,1720006111000,15520055,146,11,POINT (-122.431771 37.711234),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,58,58
67793,20th Ave&Buckingham Way SW-FS/SB,20AVBUC1,20AVBUCK,3405,37.729997,-122.476049,,WINSTON DR,20TH AVE,NS,NW,,0,1720006111000,15515318,146,7,POINT (-122.476049 37.729997),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,41,41
67342,Silver Ave&Cambridge St NE-NS/BZ,SILVCAM1,SILVCAMB,6398,37.729130999999995,-122.419396,,CAMBRIDGE ST,SILVER AVE,NS,NE,BZ,1,1720006111000,15522378,146,9,POINT (-122.419396 37.729131),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,2,25,92,92
68372,Addison St&Diamond Heights Blvd NW-FS/SB,ADDIDHT0,ADDIDHTS,3615,37.740037,-122.435716,,DIAMOND HEIGHTS BLVD,ADDISON ST,FS,NW,,0,1720006111000,15515647,146,8,POINT (-122.435716 37.740037),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,10,96,96
65876,30th St&Sanchez St SW-NS/PS,30STSNC0,30STSNCZ,3544,37.74191,-122.42902,,SANCHEZ ST,30TH ST,NS,SW,,0,1720006111000,15515239,146,8,POINT (-122.42902 37.74191),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,10,59,59
65816,Zoo Rd & Skyline Blvd SW-NS/SB,ZOO_SKYL,,7951,37.728567,-122.501853,,SKYLINE BLVD,ZOO RD,,,,0,1720006111000,15526327,146,7,POINT (-122.501853 37.728567),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,43,43
65541,Industrial St&Revere Ave NE-NS/SB,INDSRVR1,INDSRVRE,5096,37.739129999999996,-122.40305000000001,,REVERE AVE,INDUSTRIAL ST,NS,NE,,0,1720006111000,15518447,146,10,POINT (-122.40305 37.73913),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,82,82
68750,Sutter St&Stockton St NW-FS/BZ,SUTTSTO0,SUTTSTOK,6611,37.78948,-122.407026,,POWELL ST,SUTTER ST,FS,NW,BZ,1,1720006111000,15521197,146,3,POINT (-122.407026 37.78948),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,8,19,19
67781,La Salle Ave&Newcomb Ave E-NS,LSALNEW0,LSALNEWC,5289,37.73298,-122.38479,,NEWCOMB AVE,LA SALLE AVE,NS,EA,FL,0,1720006111000,15518123,146,10,POINT (-122.38479 37.73298),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
67382,San Jose Ave&Santa Rosa Ave E-FS/SI,S.J.SRO1,S.J.SROS,6284,37.728991,-122.439922,,SANTA ROSA AVE,SAN JOSE AVE,FS,EA,FL,0,1720006111000,15524639,146,11,POINT (-122.439922 37.728991),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,28,94,94
67173,Glen Park Station W-FS/SI,GLPKSTA0,GLPKSTA.,4788,37.732400999999996,-122.433855,,SAN JOSE AVE ON RAMP,SURFACE ROW,FS,WE,SI,0,1720006111000,15517753,146,8,POINT (-122.433855 37.732401),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,28,93,93
67105,Persia Ave&Paris St E-NS/SB,PERSPAR1,PERSPARS,5918,37.722406,-122.434276,,LISBON ST,PERSIA AVE,NS,EA,,0,1720006111000,15523402,146,11,POINT (-122.434276 37.722406),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
65791,Townsend & Lusk E-NS/BZ,TOWNLUS1,,8109,37.777875,-122.393908,,04TH ST,TOWNSEND ST,,,,0,1720006111000,15526250,146,6,POINT (-122.393908 37.777875),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,4,34,34
67965,Cross Over Dr&Fulton St SE-NS/SB,XOVRFUL1,XOVRFULT,6984,37.772349999999996,-122.484077,,FULTON ST,CROSS OVER DR,NS,SE,,0,1720006111000,15521632,146,1,POINT (-122.484077 37.77235),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,12,9,9
67592,Corbett Ave&Iron Aly W-NS/PS,CRBTIRON,CRBTIRON,4182,37.75783,-122.444743,,IRON ALY,CORBETT AVE,NS,WE,,0,1720006111000,15524478,146,8,POINT (-122.444743 37.75783),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,47,47
67198,Harrison St&5th St W-FS/BZ,HARR 5S1,HARR 5ST,4969,37.778914,-122.402137,,5TH ST,HARRISON ST,FS,WE,BZ,0,1720006111000,15517491,146,6,POINT (-122.402137 37.778914),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,34,32,32
67522,14th St&Sanchez St SW-NS/PS,14STSNCZ,14STSNCZ,3261,37.767536,-122.431277,,SANCHEZ ST,14TH ST,NS,SW,,0,1720006111000,15514558,146,8,POINT (-122.431277 37.767536),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,28,28
65818,Daly City Bart Station W-FS/SI,DC.BARTI,,7842,37.706514,-122.468632,,WEST STATION RD,BART ACCESS RD,,,,0,1720006111000,15526331,146,,POINT (-122.468632 37.706514),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,,,,,
68678,3rd St&Fitzgerald Ave SE-NS/SB,.3STFIT1,,7320,37.723127,-122.395243,1,FITZGERALD AVE,3RD ST,,,,0,1720006111000,15523317,146,10,POINT (-122.395243 37.723127),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,88,88
66339,Palou Ave&Phelps St W-NS/PS,PALUPHL0,PALUPHLP,5880,37.7361,-122.39481,,PHELPS ST,PALOU AVE,NS,WE,,0,1720006111000,15524839,146,10,POINT (-122.39481 37.7361),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,87,87
68505,West Portal Ave&14th Ave N-NS/SB,W P 14AN,,7306,37.738091,-122.469042,,14TH AVE,WEST PORTAL AVE,,,,0,1720006111000,15521753,146,7,POINT (-122.469042 37.738091),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,46,46
67951,Sunnydale Ave&Cora St N-FS/PS,SUNYCOR1,SUNYCORA,6571,37.710203,-122.409612,1,CORA ST,SUNNYDALE AVE,FS,SE,,0,1720006111000,15521609,146,10,POINT (-122.409612 37.710203),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,75,75
67217,San Jose Ave&Farallones St S-NS/SB,S.J.FAR0,S.J.FARA,6259,37.713957,-122.452281,,FARALLONES ST,SAN JOSE AVE,NS,SO,,0,1720006111000,15522455,146,11,POINT (-122.452281 37.713957),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,81,81
66738,Market St&Castro St SE-FS/RC,MRKTCTRS,MRKTCTRO,5665,37.76292,-122.434605,1,CASTRO ST,MARKET ST,FS,SO,RC,1,1720006111000,15523802,146,8,POINT (-122.434605 37.76292),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,5,38,38
66694,Font Blvd&Serrano Dr E-NS/SB,FONTSER3,FONTSERR,4710,37.719601,-122.479607,,SERRANO DR,FONT BLVD,NS,EA,,0,1720006111000,15519525,146,7,POINT (-122.479607 37.719601),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,42,42
68580,Fillmore St&Bay St SE-NS/BZ,FILLBAY0,FILLBAY.,4603,37.802585,-122.43668,,CERVANTES BLVD,FILLMORE ST,NS,SE,BZ,0,1720006111000,15516993,146,2,POINT (-122.43668 37.802585),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,17,17
65631,Union St&Kearny St SW-NS/PS,UNINKRN1,UNINKRNY,6765,37.800757999999995,-122.406102,,KEARNY ST,UNION ST,NS,SW,,0,1720006111000,15524683,146,3,POINT (-122.406102 37.800758),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,106,106
68354,California St&Pierce St SE-FS/BZ,CALIPIE1,CALIPIER,3885,37.788455,-122.436808,1,PIERCE ST,CALIFORNIA ST,FS,SE,BZ,0,1720006111000,15515357,146,2,POINT (-122.436808 37.788455),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,103,103
67461,16th St&Bryant St SE-FS/BZ,16STBRY0,16STBRYT,3282,37.765595,-122.410408,,BRYANT ST,16TH ST,FS,SE,BZ,0,1720006111000,15522930,146,9,POINT (-122.410408 37.765595),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,9,20,53,53
65744,Washington St&Mason St SE-FS/SB,WASHMASE,MASNWASH,5372,37.794503999999996,-122.411059,,MASON ST,WASHINGTON ST,NS,NW,,0,1720006111000,15520773,146,3,POINT (-122.411059 37.794504),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,16,16
66997,Visitacion Valley Middle Sch SE-MB,VIVASCH1,VIVASCHL,7057,37.71621,-122.413938,,,VISITACION AVE,MB,SE,BZ,0,1720006111000,15521917,146,10,POINT (-122.413938 37.71621),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,19,75,75
68060,Union St&Buchanan St NE-NS/BZ,UNINBUCH,UNINBUCH,7056,37.797578,-122.432107,,BUCHANAN ST,UNION ST,NS,NE,BZ,0,1720006111000,15524419,146,2,POINT (-122.432107 37.797578),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,15,15
65913,23rd St&Utah St NE-NS/BZ,23STUTA0,23STUTAH,3453,37.754419999999996,-122.40494,,UTAH ST,23RD ST,NS,NE,BZ,1,1720006111000,15514987,146,10,POINT (-122.40494 37.75442),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,9,20,54,54
67827,De Haro St&20TH St SE-NS/SB,DHRO20S1,DHRO20ST,4354,37.759667,-122.401026,,20TH ST,DE HARO ST,NS,SE,,0,1720006111000,15515893,146,10,POINT (-122.401026 37.759667),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,54,54
65898,7th Ave&Moraga St NE-FS/PS,.7AVMOR1,,3189,37.756766999999996,-122.46357,,MORAGA ST,7TH AVE,,NE,,0,1720006111000,15514902,146,7,POINT (-122.46357 37.756767),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,8,14,111,111
66807,California St&Battery St SE-FS/SB,CALIBAT1,CALIBATT,3851,37.793144,-122.39986999999999,1,BATTERY ST,CALIFORNIA ST,NS,SW,,0,1720006111000,15522996,146,3,POINT (-122.39987 37.793144),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,8,108,108
66454,Halleck & French Ct NE-NS/SB,HLCKHQT0,HLCKHQTR,5020,37.802014,-122.454498,,FRENCH CT,HALLECK ST,FS,NE,,0,1720006111000,15517907,146,2,POINT (-122.454498 37.802014),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,,6,27,3,3
66415,Balboa St&21ST Ave SW-NS/PS,BBOA21A1,BBOA21AV,3048,37.776429,-122.480273,,21ST AVE,BALBOA ST,NS,SW,,0,1720006111000,15514795,146,1,POINT (-122.480273 37.776429),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
66876,Ocean Ave & I-280 on-ramp NE-NS/SB,OCENI280,,7804,37.723031,-122.446932,,SAN JOSE AVE,OCEAN AVE,,,,0,1720006111000,15525923,146,11,POINT (-122.446932 37.723031),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,28,94,94
65475,Judah St&5th Ave SW-NS/PS,JUDA 5A1,JUDA 5AV,5189,37.762299,-122.462001,,5TH AVE,JUDAH ST,NS,SW,FL,0,1720006111000,15525295,146,7,POINT (-122.462001 37.762299),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,14,109,109
68035,Palou Ave&Jennings St E-NS/SB,PALUJEN1,PALUJENN,5870,37.730795,-122.38514599999999,,JENNINGS ST,PALOU AVE,NS,EA,,0,1720006111000,15519761,146,10,POINT (-122.385146 37.730795),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
67583,San Jose Ave&Mt Vernon Ave N-NS/SB,S J MTVN,S J MTVN,7111,37.718469999999996,-122.44864,,MT VERNON AVE,SAN JOSE AVE,NS,NO,SI,0,1720006111000,15521945,146,11,POINT (-122.44864 37.71847),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,81,81
65802,West of Shoreline Access Rd S-MB/PS,WESTSHRN,,8018,37.816311,-122.372011,,CLIPPER COVE WAY,AVENUE OF PALMS,,,,0,1720006111000,15526279,146,6,POINT (-122.372011 37.816311),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,37,36,36
67746,Union St&Pierce St NE-NS/BZ,UNINPIE0,UNINPIER,6777,37.79674,-122.438688,,PIERCE ST,UNION ST,NS,NE,BZ,0,1720006111000,15525146,146,2,POINT (-122.438688 37.79674),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,14,14
66721,Hyde St&Chestnut St SE-NS,HYDECHE0,HYDECHES,5066,37.802839999999996,-122.4197,,CHESTNUT ST,HYDE ST,NS,SE,,0,1720006111000,15517728,146,3,POINT (-122.4197 37.80284),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,6,32,107,107
65567,Parnassus Ave&Hillway Ave NW-FS/BZ,PARNHLW0,PARNHLWY,5891,37.763807,-122.45697,,HILLWAY AVE,PARNASSUS AVE,FS,NW,BZ,0,1720006111000,15525560,146,7,POINT (-122.45697 37.763807),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,14,110,110
66058,Geary Blvd&Commonwealth St NW-FS/BZ,GEARCWT0,GEARCWTH,4292,37.781528,-122.455677,1,COMMONWEALTH AVE,GEARY BLVD,FS,NW,BZ,0,1720006111000,15516630,146,2,POINT (-122.455677 37.781528),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,6,31,11,11
66429,Howth St&Geneva Ave W-FS,HOWTGNV0,HOWTGNVA,5038,37.72193,-122.45027999999999,,GENEVA AVE,HOWTH ST,FS,WE,FL,0,1720006111000,15517822,146,11,POINT (-122.45028 37.72193),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,81,81
67664,18th St&Guerrero St SE-FS/BZ,18STGUE0,18STGUER,3334,37.761520999999995,-122.42364599999999,,GUERRERO ST,18TH ST,FS,SE,BZ,1,1720006111000,15515605,146,9,POINT (-122.423646 37.761521),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,20,37,37
68363,46th Ave&Pacheco St SE-NS/PS,46AVPAC1,46AVPACH,3591,37.749161,-122.505067,,PACHECO ST,46TH AVE,NS,SE,,0,1720006111000,15515405,146,4,POINT (-122.505067 37.749161),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
65651,Sunset Blvd&Ocean Ave NW-NS/SB,SUNSOCE0,SUNSOCEN,6541,37.732026,-122.493862,,OCEAN AVE,SUNSET BLVD,NS,NW,,0,1720006111000,15520127,146,4,POINT (-122.493862 37.732026),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,35,43,43
67106,Stanyan St&Waller St NW-NS/BZ,STANWAL0,STANWALL,6483,37.768330999999996,-122.453464,,WALLER ST,STANYAN ST,NS,NW,BZ,0,1720006111000,15523404,146,5,POINT (-122.453464 37.768331),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,12,9,9
68471,Fillmore St&Haight St SW-FS/SB,FILLHAI2,,7636,37.772068999999995,-122.430473,,LAUSSAT ST,FILLMORE ST,,,,0,1720006111000,15525784,146,5,POINT (-122.430473 37.772069),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,9,26,26
68305,Balboa St&Park Presidio Blvd SW-NS,BBOAPKP1,BBOAPKPR,3071,37.776787999999996,-122.472411,,PARK PRESIDIO BLVD,BALBOA ST,NS,SW,BZ,1,1720006111000,15514725,146,1,POINT (-122.472411 37.776788),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,5,5
66697,3rd St&Oakdale/Palou N-NS SI,3ST OKP1,,7392,37.73435,-122.390893,1,OAKDALE AVE,03RD ST,,,,0,1720006111000,15519552,146,10,POINT (-122.390893 37.73435),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,87,87
66040,Donahue St&Innes Ave E-FS/PS,DNHUINE0,DNHUINES,4440,37.729002,-122.369913,,,,FS,EA,,0,1720006111000,15516598,146,10,POINT (-122.369913 37.729002),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,78,78
65644,Fulton St&25TH Ave SE-FS/BZ,FULT25A1,FULT25AV,4749,37.772546999999996,-122.48410000000001,,25TH AVE,FULTON ST,FS,SE,BZ,0,1720006111000,15520108,146,1,POINT (-122.4841 37.772547),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,12,9,9
67893,Jackson St&Scott St SW-NS/PS,JACKSCO1,JACKSCOT,5161,37.791772,-122.439612,,SCOTT ST,JACKSON ST,NS,SW,,0,1720006111000,15518147,146,2,POINT (-122.439612 37.791772),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,102,102
66164,Ocean Ave&Howth St SE-FS/BZ,OCENHOW1,OCENHOWT,5791,37.72286,-122.44928999999999,,HOWTH ST,OCEAN AVE,FS,SE,BZ,1,1720006111000,15518601,146,11,POINT (-122.44929 37.72286),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,24,81,81
68014,Haight St&Laguna St NW-FS/BZ,HAITLGN0,HAITLGNA,4955,37.772763999999995,-122.425843,,LAGUNA ST,HAIGHT ST,FS,NW,BZ,1,1720006111000,15522550,146,5,POINT (-122.425843 37.772764),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,9,26,26
67703,Hayes St&Shrader St NE-NS/BZ,HAYSSHR0,HAYSSHRA,5007,37.77317,-122.452502,,SHRADER ST,HAYES ST,NS,NE,BZ,1,1720006111000,15517287,146,5,POINT (-122.452502 37.77317),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,18,24,24
66848,Mission & Fremont S-NS/SI,MISSFRE1,,7945,37.790261,-122.396788,,01ST ST,MISSION ST,,,,0,1720006111000,15526067,146,6,POINT (-122.396788 37.790261),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,8,32,32
65580,Fulton St&18TH Ave,FULT18A3,,7721,37.772833999999996,-122.476524,,18TH AVE,FULTON ST,,,,0,1720006111000,15525596,146,1,POINT (-122.476524 37.772834),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,12,9,9
66010,Cole St&Carl St NE-FS/BZ,COLECAR1,COLECARL,4091,37.76594,-122.449911,,CARL ST,COLE ST,FS,NE,BZ,1,1720006111000,15515949,146,8,POINT (-122.449911 37.76594),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,3,29,29
65822,22St & Illinois SW/-NS/PS,22STILLI,22STILLI,8133,37.757959,-122.387524,,ILLINOIS ST,22ND ST,NS,SW,PS,0,1720006111000,15526342,146,10,POINT (-122.387524 37.757959),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,55,55
67000,Noriega St&42nd Ave NE-NS/BZ,NORI42A0,NORI42AV,5757,37.753240999999996,-122.501002,,42ND AVE,NORIEGA ST,NS,NE,BZ,0,1720006111000,15521924,146,4,POINT (-122.501002 37.753241),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
65524,Montgomery Station Inbound,MTGY ST1,MTGY STA,5731,37.789218999999996,-122.401351,,02ND ST,MARKET ST,,,,0,1720006111000,15518401,146,6,POINT (-122.401351 37.789219),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,10,8,108,108
66944,Broadway&Montgomery St SW-NS/BB,BDWYMTG0,BDWYMTGY,3084,37.798134,-122.40396,,MONTGOMERY ST,BROADWAY,NS,SW,,1,1720006111000,15514370,146,3,POINT (-122.40396 37.798134),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,106,106
65927,Avalon Ave&Peru Ave SW-NS,AVLNPER1,AVLNPERU,3682,37.72508,-122.42342,,PERU AVE,AVALON AVE,NS,SW,FL,0,1720006111000,15515669,146,11,POINT (-122.42342 37.72508),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
68655,Mission St&26th St NE-FS/BZ,MISS26S1,MISS26ST,5567,37.74951,-122.41810000000001,,26TH ST,MISSION ST,FS,NE,BZ,0,1720006111000,15518731,146,9,POINT (-122.4181 37.74951),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
68284,Geary Blvd & Masonic St SE-FS/BZ,GEARMSC1,,7953,37.782197,-122.447034,1,FOLSOM ST,GEARY BLVD,,,,0,1720006111000,15526025,146,2,POINT (-122.447034 37.782197),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,6,18,13,13
66663,Hayes St&Buchanan St NW-FS/BZ,HAYSBUC0,HAYSBUCH,4983,37.776261,-122.428274,,BUCHANAN ST,HAYES ST,FS,NW,BZ,1,1720006111000,15517180,146,5,POINT (-122.428274 37.776261),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,9,22,22
67514,10th Ave&Pacheco St SW-FS/PS,10AVPAC0,10AVPACH,3232,37.750699,-122.46654699999999,,PACHECO ST,10TH AVE,FS,SW,,0,1720006111000,15514528,146,7,POINT (-122.466547 37.750699),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,14,44,44
66443,Lombard St&Grant Ave NE-NS/PS,LOMBGRN1,LOMBGRNT,5276,37.8035,-122.40807,,GRANT AVE,LOMBARD ST,NS,NE,,0,1720006111000,15517869,146,3,POINT (-122.40807 37.8035),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,18,18
66263,Gough St&Sacramento St NE-FS/BZ,GOUGSAC1,GOUGSACO,4905,37.791041,-122.425771,1,SACRAMENTO ST,GOUGH ST,FS,NE,BZ,1,1720006111000,15516821,146,2,POINT (-122.425771 37.791041),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,102,102
66211,Market St bet 7th & 8th St SE-MB/BZ,MRKT 8/7,MRKT 8/7,5649,37.77981,-122.413186,1,7TH ST,MARKET ST,MB,SE,BZ,1,1720006111000,15521097,146,6,POINT (-122.413186 37.77981),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,34,32,32
66703,Bayshore Blvd&Sunnydale Ave. N-FS,BSHRSND0,,7398,37.708943999999995,-122.405044,1,SUNNYDALE AVE,BAYSHORE BLVD,,,,0,1720006111000,15519596,146,10,POINT (-122.405044 37.708944),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,1,89,89
66719,Hyde St&Beach St NW-NS,HYDEBEC1,HYDEBECH,5063,37.806686,-122.420615,,BEACH ST,HYDE ST,NS,NW,,0,1720006111000,15517720,146,2,POINT (-122.420615 37.806686),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,6,32,98,98
68216,Skyline Blvd&Lake Merced Blvd S-NS/SB,SKYLL M2,SKYLL M,6432,37.731148999999995,-122.499223,,LAKE MERCED BLVD,SKYLINE BLVD,NS,SO,AB,0,1720006111000,15521681,146,7,POINT (-122.499223 37.731149),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,43,43
65877,32nd Ave&Balboa St E-MB/BZ,32AVBBO1,32AVBBOA,3545,37.77668,-122.49195,,BALBOA ST,32ND AVE,MB,EA,BZ,1,1720006111000,15515240,146,1,POINT (-122.49195 37.77668),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
67943,Rutland St&Visitacion Ave SE-NS/PS,RUTLVIS0,RUTLVISI,7046,37.711349999999996,-122.40793,,VISITACION AVE,RUTLAND ST,NS,SE,,0,1720006111000,15521551,146,10,POINT (-122.40793 37.71135),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,75,75
67650,4th St&Townsend St S-FS/BZ,4STTOWN1,,3164,37.776894,-122.39489499999999,,TOWNSEND ST,4TH ST,FS,SW,,0,1720006111000,15515087,146,6,POINT (-122.394895 37.776894),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,4,34,34
66885,Quintara St&36th Ave SW-NS,QUIN36A1,QUIN36AV,6160,37.747765,-122.494399,,36TH AVE,QUINTARA ST,NS,SW,,0,1720006111000,15521375,146,4,POINT (-122.494399 37.747765),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,40,40
67331,Sansome St&Washington St NE-FS/BZ,SANSWAS0,SANSWASH,6337,37.79597,-122.40165,,WASHINGTON ST,SANSOME ST,FS,NE,BZ,1,1720006111000,15522324,146,3,POINT (-122.40165 37.79597),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,106,106
65477,Judah St&28th Ave SW-NS/SI,JUDA28A1,JUDA28AV,5206,37.761232,-122.486763,1,28TH AVE,JUDAH ST,NS,SW,SI,0,1720006111000,15525297,146,4,POINT (-122.486763 37.761232),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
67714,Felton St&Cambridge St SW-NS,FELTCAM1,FELTCAMB,4584,37.726369999999996,-122.41851,,CAMBRIDGE ST,FELTON ST,NS,SW,FL,0,1720006111000,15517311,146,11,POINT (-122.41851 37.72637),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,7,92,92
66109,Sunnydale Ave&Garrison Ave SW-NS,SUNYGAR0,SUNYGARR,6573,37.710981,-122.41302400000001,,ARGONAUT AVE,GARRISON AVE,NS,SW,,0,1720006111000,15520643,146,10,POINT (-122.413024 37.710981),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,75,75
