OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
68424,Santos St&Velasco Ave N-NS/PS,SANTVEL0,SANTVELA,6346,37.710028,-122.419426,2,VELASCO AVE,SANTOS ST,NS,SO,,0,1720006111000,15520215,146,10,POINT (-122.419426 37.710028),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,74,74
67463,Fulton St&Clayton St NW-FS/BZ,FULTCLT0,FULTCLTN,4225,37.775407,-122.44977399999999,,CLAYTON ST,FULTON ST,FS,NW,BZ,0,1720006111000,15522934,146,1,POINT (-122.449774 37.775407),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,4,18,12,12
66659,Divisadero St&Francisco St NW-NS/PS,DIVIFNC0,DIVIFNCO,4418,37.80097,-122.443136,,FRANCISCO ST,DIVISADERO ST,NS,NW,,0,1720006111000,15516509,146,2,POINT (-122.443136 37.80097),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,17,17
66216,Laguna Honda Blvd&Dewey Blvd E-NS,LGHNDEW0,LGHNDEWY,5244,37.747229,-122.459076,,DEWEY BLVD,LAGUNA HONDA BLVD,NS,EA,FL,0,1720006111000,15518820,146,7,POINT (-122.459076 37.747229),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,8,41,49,49
68016,Sacramento St&Montgomery St NW-FS,SACOMTG0,SACOMTGY,6307,37.79382,-122.40310000000001,1,MONTGOMERY ST,SACRAMENTO ST,NS,NE,BZ,0,1720006111000,15522560,146,3,POINT (-122.4031 37.79382),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,104,104
68055,Roosevelt Way&Museum Way E-FS/SB,RSVTMUSM,RSVTMUSM,6240,37.76536,-122.44102,,MUSEUM WAY,ROOSEVELT WAY,FS,EA,,0,1720006111000,15524402,146,8,POINT (-122.44102 37.76536),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,113,113
67947,1800 Sunnydale Ave NE-FS/SB,SUNY1800,SUNY1800,6566,37.712972,-122.419952,1,,SUNNYDALE AVE,FS,NE,,0,1720006111000,15521593,146,10,POINT (-122.419952 37.712972),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,74,74
67544,Teresita Blvd&El Sereno Ct SW-FS/SB,TEREELS0,TEREELSR,6664,37.738966999999995,-122.446245,,EL SERENO CT,TERESITA BLVD,FS,SW,,0,1720006111000,15522839,146,7,POINT (-122.446245 37.738967),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,72,72
65552,Monterey Blvd&Edna St NE-NS/PS,MTRYEDN0,MTRYEDNA,5428,37.731632999999995,-122.446474,,EDNA ST,MONTEREY BLVD,NS,NE,,0,1720006111000,15518481,146,7,POINT (-122.446474 37.731633),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,95,95
65555,Monterey Blvd&Faxon Ave S-FS/SB,MTRYFAX1,MTRYFAXN,5431,37.730695,-122.459085,,FAXON AVE,MONTEREY BLVD,FS,SO,,0,1720006111000,15518486,146,7,POINT (-122.459085 37.730695),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,71,71
67014,Sutter St&Gough St NE-NS/BZ,SUTTGOU0,SUTTGOUG,6593,37.787206999999995,-122.424924,,GOUGH ST,SUTTER ST,NS,NE,BZ,1,1720006111000,15522907,146,2,POINT (-122.424924 37.787207),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,39,100,100
65562,San Bruno Ave&Somerset St  E-MB/BZ,SBROSOMI,,7191,37.713395,-122.401995,1,SOMERSET ST,SAN BRUNO AVE,,EA,,0,1720006111000,15525542,146,10,POINT (-122.401995 37.713395),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,75,75
65909,16th Ave&Moraga St E-MI/SB,16AVMOR1,16AVMORA,3276,37.7563,-122.47361000000001,,MORAGA ST,16TH AVE,MI,EA,FL,0,1720006111000,15514980,146,7,POINT (-122.47361 37.7563),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,14,44,44
67788,19th Ave&Sloat Blvd NE-FS/BZ,19AVSLO1,19AVSLOA,3391,37.734716999999996,-122.474974,1,BEACHMONT DR,SLOAT BLVD,FS,NE,BZ,0,1720006111000,15515286,146,7,POINT (-122.474974 37.734717),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,46,46
67183,Judah St&23rd Ave NE-NS/SI,JUDA23A0,JUDA23AV,5202,37.761547,-122.481164,1,23RD AVE,JUDAH ST,NS,NE,SI,0,1720006111000,15517422,146,4,POINT (-122.481164 37.761547),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
67377,Park Presidio Blvd&Fulton St NW-NS,PKPRFUL2,PKPRFULT,5951,37.77327,-122.47191,1,FULTON ST,PARK PRESIDIO BLVD,NS,NW,FL,1,1720006111000,15524602,146,1,POINT (-122.47191 37.77327),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,5,5
68067,McAllister & Leavenworth St SW-NS,MCALLEA1,,7635,37.780888999999995,-122.413587,,LEAVENWORTH ST,MCALLISTER ST,,,,0,1720006111000,15525830,146,5,POINT (-122.413587 37.780889),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,36,21,21
67901,Teresita Blvd&Isola Way E-MB/SB,TEREISL1,TEREISLA,6672,37.741839999999996,-122.45047199999999,,ISOLA WAY,TERESITA BLVD,MB,EA,,0,1720006111000,15523956,146,7,POINT (-122.450472 37.74184),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,72,72
65678,Diamond Heights Blvd&Duncan St SE-NS,DHTSDUN1,DHTSDUNC,4366,37.745239,-122.439852,,DUNCAN ST,DIAMOND HEIGHTS BLVD,NS,SE,FL,1,1720006111000,15516361,146,8,POINT (-122.439852 37.745239),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,22,57,57
67507,24th St&Church St SW-NS/BZ,24STCHU1,24STCHUR,3461,37.751644,-122.427545,,CHURCH ST,24TH ST,NS,SW,BZ,1,1720006111000,15514510,146,8,POINT (-122.427545 37.751644),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,22,84,84
67426,Bayshore Blvd&Tunnel Ave W-FS/BZ,BSHRTUN0,BSHRTUNL,3792,37.712900000000005,-122.40102,1,TUNNEL AVE,BAY SHORE BLVD,FS,WE,BZ,0,1720006111000,15521349,146,10,POINT (-122.40102 37.7129),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,75,75
68745,Fillmore St&Lombard St SE-NS/BZ,FILLLOM1,FILLLOMB,4626,37.799707,-122.435952,,LOMBARD ST,FILLMORE ST,NS,SE,BZ,0,1720006111000,15521191,146,2,POINT (-122.435952 37.799707),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,15,15
67937,California St&Mason St NW-FS,CALIMAS0,CALIMASN,3880,37.791872,-122.41098,,MASON ST,CALIFORNIA ST,FS,NW,,0,1720006111000,15515926,146,3,POINT (-122.41098 37.791872),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,16,16
67682,Bryant St&16TH St SW-FS/BZ,BRYT16S0,BRYT16ST,3731,37.7653,-122.41054,,16TH ST,BRYANT ST,FS,SW,BZ,0,1720006111000,15515277,146,9,POINT (-122.41054 37.7653),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
67282,Stanyan St&Hayes St SW-FS/BZ,STANHAY0,STANHAYS,6481,37.772766,-122.454335,,HAYES ST,STANYAN ST,FS,SW,BZ,0,1720006111000,15519816,146,1,POINT (-122.454335 37.772766),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,4,12,9,9
65609,Warren Dr&Devonshire Way E-NS/AB,WARNDVS1,WARNDVSR,6912,37.754473999999995,-122.461083,,DEVONSHIRE WAY,WARREN DR,NS,EA,AB,0,1720006111000,15523156,146,7,POINT (-122.461083 37.754474),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,8,14,111,111
66580,Ingalls St&Thomas Ave N-NS,INGLTHO0,INGLTHOM,5111,37.72735,-122.38562999999999,,THOMAS AVE,INGALLS ST,NS,NO,FL,0,1720006111000,15517605,146,10,POINT (-122.38563 37.72735),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
68111,Mason St - Tunnel Top Park NS NE/BB,MASNHLC0,,8024,37.804289,-122.454166,,OLD MASON ST,MASON ST,,,,0,1720006111000,15525977,146,2,POINT (-122.454166 37.804289),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,,6,27,3,3
65878,Portola Dr&San Pablo Ave S-MI/BZ,PORTPAB1,PORTPABL,6117,37.74023,-122.46083,,SAN PABLO AVE,PORTOLA DR,MI,SO,BZ,0,1720006111000,15522133,146,7,POINT (-122.46083 37.74023),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,117,117
66496,Corbett Ave&Cuesta Ct N-FS/BZ,CRBTCSTA,CRBTCSTA,4173,37.75085,-122.44396,,CUESTA CT,CORBETT AVE,FS,NO,BZ,0,1720006111000,15516080,146,8,POINT (-122.44396 37.75085),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,38,51,51
68088,Monterey Blvd&Ridgewood Ave NE-NS,MTRYRGW1,MTRYRGWD,5439,37.731615,-122.453289,,RIDGEWOOD AVE,MONTEREY BLVD,NS,NE,BZ,0,1720006111000,15524531,146,7,POINT (-122.453289 37.731615),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,95,95
66532,Fulton St&18TH Ave NW-FS/BZ,FULT18A0,FULT18AV,4742,37.772959,-122.476776,,18TH AVE,FULTON ST,NS,NE,FL,0,1720006111000,15516862,146,1,POINT (-122.476776 37.772959),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,5,5
67526,3rd St&Bayview St SW-FS/BB,.3STBAV0,3STBAVU,3113,37.7322,-122.391731,1,BAY VIEW ST,03RD ST,FS,SW,BZ,0,1720006111000,15514562,146,10,POINT (-122.391731 37.7322),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,87,87
66930,17th Ave&Rivera St SE-NS,17AVRVR0,17AVRVRA,3305,37.746745,-122.47370699999999,,RIVERA ST,17TH AVE,NS,SE,,1,1720006111000,15514839,146,7,POINT (-122.473707 37.746745),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,44,44
65826,Pacific & Powell St MB NW BZ,PACFPOWL,,8118,37.796619,-122.40937199999999,,POWELL ST,PACIFIC AVE,,,,0,1720006111000,15526351,146,3,POINT (-122.409372 37.796619),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,104,104
67200,Harrison St&8th St N-NS/BZ,HARR 8S0,HARR 8ST,4972,37.773866,-122.408513,,8TH ST,HARRISON ST,NS,NO,BZ,0,1720006111000,15517504,146,6,POINT (-122.408513 37.773866),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,34,32,32
66903,Church St&29TH St SE-NS/SI,CHUR29S1,CHUR29ST,3999,37.743587,-122.426585,,29TH ST,CHURCH ST,NS,SE,SI,0,1720006111000,15521418,146,8,POINT (-122.426585 37.743587),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,5,22,84,84
66556,Folsom St&14TH St SW-FS/BZ,FOLS14S0,FOLS14ST,4666,37.768460999999995,-122.415667,,FOLSOM ST,14TH ST,NS,NW,,0,1720006111000,15517172,146,9,POINT (-122.415667 37.768461),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
67193,1721 Geneva Ave NE-MB/PS,GNVA1720,GNVA1721,4798,37.711079999999995,-122.42627,,,GENEVA AVE,MB,NE,,0,1720006111000,15517468,146,10,POINT (-122.42627 37.71108),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,19,58,58
68352,California St&Montgomery St SW-NS,CALIMTG0,CALIMTGY,3882,37.792761999999996,-122.402908,,MONTGOMERY ST,CALIFORNIA ST,NS,NE,,0,1720006111000,15515352,146,3,POINT (-122.402908 37.792762),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,8,108,108
68662,King St&4th St W-NS/SI,KING.4SW,KING.4ST,5240,37.776269,-122.394082,1,04TH ST,KING ST,NS,WE,SI,0,1720006111000,15518778,146,6,POINT (-122.394082 37.776269),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,4,34,34
66222,Naples St&Geneva Ave W-FS/SB,NAPLGNV0,NAPLGNVA,5480,37.714152999999996,-122.436397,,GENEVA AVE,NAPLES ST,FS,WE,,0,1720006111000,15519030,146,11,POINT (-122.436397 37.714153),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,58,58
67037,San Jose Ave&Farallones St N-NS/PS,S J FAR0,S J FARA,6257,37.714152999999996,-122.452148,,FARALLONES ST,SAN JOSE AVE,NS,NO,,0,1720006111000,15520500,146,11,POINT (-122.452148 37.714153),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,81,81
66212,Mission St&Lowell St W-FS/BZ,MISSLOW0,MISSLOWL,5602,37.711431999999995,-122.446486,,LOWELL ST,MISSION ST,FS,WE,BZ,0,1720006111000,15521099,146,11,POINT (-122.446486 37.711432),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,28,66,66
67311,Gateview Ave&Northpoint Dr NE-MB,GTVWNRP0,GTVWNRPT,4936,37.82982,-122.373477,,NORTH POINT ST,GATEVIEW AVE,MB,NE,FL,0,1720006111000,15517970,146,6,POINT (-122.373477 37.82982),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,37,36,36
67168,Hayes St&Masonic Ave SE-FS/BZ,HAYSMSI1,HAYSMSIC,5002,37.773925999999996,-122.44600299999999,,MASONIC AVE,HAYES ST,FS,SE,BZ,1,1720006111000,15517740,146,5,POINT (-122.446003 37.773926),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,18,24,24
67672,32nd Ave&Geary Blvd NW-NS/PS,32AVGEA0,32AVGEAR,3550,37.779939,-122.492296,1,GEARY BLVD,32ND AVE,NS,NW,,0,1720006111000,15515253,146,1,POINT (-122.492296 37.779939),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
65766,California St&6TH Ave SE-FS/BZ,CALI.6AV,,7844,37.785007,-122.464275,1,06TH AVE,CALIFORNIA ST,,,,0,1720006111000,15526166,146,1,POINT (-122.464275 37.785007),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,11,5,5
68758,Quintara St&41st Ave NE-NS,QUIN41A0,QUIN41AV,6162,37.747679999999995,-122.49952,,41ST AVE,QUINTARA ST,NS,NE,,0,1720006111000,15521257,146,4,POINT (-122.49952 37.74768),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
66760,Union St&Larkin St SE-FS/BZ,UNINLAR1,UNINLARK,6767,37.79895,-122.42052699999999,,LARKIN ST,UNION ST,FS,SE,BZ,0,1720006111000,15525386,146,3,POINT (-122.420527 37.79895),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,32,107,107
68353,California St&Pierce St NW-FS/BZ,CALIPIE0,CALIPIER,3884,37.788517999999996,-122.437484,1,PIERCE ST,CALIFORNIA ST,FS,NW,BZ,0,1720006111000,15515354,146,2,POINT (-122.437484 37.788518),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,102,102
68611,Lincoln Way&47th Ave NW-FS/SB,LWAY47A1,LWAY47AV,5324,37.764185999999995,-122.507405,,47TH AVE,LINCOLN WY,FS,NW,,0,1720006111000,15518558,146,4,POINT (-122.507405 37.764186),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,4,12,9,9
65796,Skyline Blvd & Sloat Blvd SE-NS/SB,SKYLSLOA,,7815,37.733613,-122.496441,,SUNSET BLVD ON RAMP,SLOAT BLVD,,,,0,1720006111000,15526261,146,4,POINT (-122.496441 37.733613),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,35,43,43
67819,Cortland Ave&Bocana St NE-NS/BZ,CORTBOC1,CORTBOCN,4145,37.7393,-122.41846,,BOCANA ST,CORTLAND AVE,NS,NE,BZ,0,1720006111000,15515882,146,9,POINT (-122.41846 37.7393),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
66306,Pacific Ave&Montgomery St NE-NS/SB,PACFMTG1,PACFMTGY,5849,37.797393,-122.403582,,MONTGOMERY ST,PACIFIC AVE,NS,NE,,0,1720006111000,15518897,146,3,POINT (-122.403582 37.797393),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,106,106
66247,Folsom St&20TH ST SW-FS-BB,FOLS20ST,,7732,37.758762,-122.414789,,20TH ST,FOLSOM ST,,,,0,1720006111000,15525755,146,9,POINT (-122.414789 37.758762),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
65886,8th St&Bryant St W-NS/BZ,.8STBRY0,8STBRYT,3204,37.772447,-122.406932,,BRANNAN ST,08TH ST,NS,WE,BZ,0,1720006111000,15514864,146,6,POINT (-122.406932 37.772447),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,34,33,33
66265,Grafton Ave&Harold Ave NE-NS,GRAFHAR0,GRAFHARO,4911,37.720079999999996,-122.453,,HAROLD AVE,GRAFTON AVE,NS,NE,FL,0,1720006111000,15516825,146,11,POINT (-122.453 37.72008),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,64,64
68547,Castro St&15TH St NW-NS/PS,CTRO15S0,CTRO15ST,4309,37.76583,-122.43557,,15TH ST,CASTRO ST,NS,NW,,0,1720006111000,15516200,146,8,POINT (-122.43557 37.76583),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,5,113,113
67806,Carl St&Hillway Ave NE-MB,CARLHLW0,CARLHLWY,3912,37.765003,-122.456561,1,HILLWAY AVE,CARL ST,NS,NE,,0,1720006111000,15515821,146,8,POINT (-122.456561 37.765003),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,14,110,110
66202,Cabrillo&7TH AVE. NS-SW,CBRO7AV1,,7539,37.775262999999995,-122.465006,,7TH AVE,CABRILLO ST,,,,0,1720006111000,15525719,146,1,POINT (-122.465006 37.775263),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,11,5,5
66319,Excelsior Ave&Madrid St W-NS/SB,EXCLMAD0,EXCLMADR,4571,37.72475,-122.43059,,MADRID ST,EXCELSIOR AVE,NS,WE,FL,0,1720006111000,15524273,146,11,POINT (-122.43059 37.72475),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
67772,Keith St&Oakdale Ave S-NS/PS,KETHOAK0,KETHOAKD,5233,37.732366999999996,-122.386611,,OAKDALE AVE,KEITH ST,NS,SO,,0,1720006111000,15518086,146,10,POINT (-122.386611 37.732367),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
68702,Divisadero St&Beach St NW-NS/SB,DIVIBEC0,DIVIBECH,4407,37.803771999999995,-122.443697,,BEACH ST,DIVISADERO ST,NS,NW,,0,1720006111000,15516780,146,2,POINT (-122.443697 37.803772),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,17,17
66699,3rd St&Le Conte Ave S-FS/SI,3ST LCN1,,7394,37.71864,-122.397697,1,BAY SHORE BLVD,03RD ST,,,,0,1720006111000,15519565,146,10,POINT (-122.397697 37.71864),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,88,88
66413,Balboa St&19TH Ave SW-NS/BZ,BBOA19A1,BBOA19AV,3046,37.776528,-122.47813,,19TH AVE,BALBOA ST,NS,SW,BZ,0,1720006111000,15514791,146,1,POINT (-122.47813 37.776528),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
67118,Fillmore St&Grove St NE-FS/BZ,FILLGRO1,FILLGROV,4616,37.776998,-122.431369,,GROVE ST,FILLMORE ST,FS,NE,BZ,0,1720006111000,15517193,146,5,POINT (-122.431369 37.776998),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,9,22,22
66796,Quintara St&31st Ave SW-NS,QUIN31A1,QUIN31AV,6155,37.748000000000005,-122.48904999999999,,31ST AVE,QUINTARA ST,NS,SW,,0,1720006111000,15521518,146,4,POINT (-122.48905 37.748),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,40,40
66592,Mansell St&Goettingen St W-FS/PS,MANSGOT1,MANSGOTT,5342,37.720766,-122.404338,,GOETTINGEN ST,MANSELL ST,FS,WE,,0,1720006111000,15517642,146,9,POINT (-122.404338 37.720766),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,2,25,91,91
66369,Chinatown - Rose Pak Station,CTWN/RP0,,7876,37.794807,-122.408078,,WASHINGTON ST,STOCKTON ST,,,,0,1720006111000,15525896,146,3,POINT (-122.408078 37.794807),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,104,104
68253,Washington St&Powell St SW-NS,WASHPOW1,WASHPOWL,6927,37.794629,-122.410038,,POWELL ST,WASHINGTON ST,NS,SW,,0,1720006111000,15524767,146,3,POINT (-122.410038 37.794629),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,16,16
66328,California St&Davis St S-MB/FL,CALIDAVS,,7294,37.793527,-122.39679699999999,,DAVIS ST,CALIFORNIA ST,,,,0,1720006111000,15523341,146,3,POINT (-122.396797 37.793527),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,8,108,108
68181,Third Street&Mariposa St. NE-FS/SB,.3STMAR1,,7381,37.764427,-122.388761,1,MARIPOSA ST,3RD ST,,,,0,1720006111000,15524099,146,6,POINT (-122.388761 37.764427),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,10,26,34,34
68151,46th Ave&Kirkham St SE-NS/PS,46AVKIR1,46AVKIRK,3579,37.758485,-122.505716,,KIRKHAM ST,46TH AVE,NS,SE,,0,1720006111000,15515132,146,4,POINT (-122.505716 37.758485),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
68046,Powell St&Geary St NW-NS,POWLGEA1,POWLGEAR,6057,37.787464,-122.408322,,GEARY ST,POWELL ST,NS,NW,,0,1720006111000,15522890,146,3,POINT (-122.408322 37.787464),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,36,19,19
66887,Sacramento St&Fillmore St NW-FS/BZ,SACOFIL0,SACOFILL,6295,37.78988,-122.43429,1,FILLMORE ST,SACRAMENTO ST,FS,NW,BZ,1,1720006111000,15521383,146,2,POINT (-122.43429 37.78988),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,102,102
68581,Fillmore St&Broadway SE-NS/BZ,FILLBDW1,FILLBDWY,4604,37.794157999999996,-122.434842,,BROADWAY,FILLMORE ST,NS,SE,BZ,0,1720006111000,15516995,146,2,POINT (-122.434842 37.794158),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,102,102
66031,Fulton St&37TH Ave SE-FS/BZ,FULT37A1,FULT37AV,4215,37.77192,-122.49679,,37TH AVE,FULTON ST,FS,SE,BZ,0,1720006111000,15516541,146,1,POINT (-122.49679 37.77192),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,12,9,9
67483,Cordova Ave&Winding Way NW-NS/PS,CORDWWA0,CORDWWAY,4138,37.709638,-122.434828,,WINDING WAY,CORDOVA ST,NS,NW,,0,1720006111000,15524456,146,11,POINT (-122.434828 37.709638),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,58,58
67897,Ocean Ave&Jules Ave-NS,OCENJULS,OCENJULS,7101,37.72491,-122.46140000000001,,JULES AVE,OCEAN AVE,NS,SW,,0,1720006111000,15523952,146,11,POINT (-122.4614 37.72491),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,24,64,64
66859,201 Bayshore Blvd E-MB/BB,201 BSHR,,7887,37.744616,-122.40418700000001,1,FLOWER ST,BAY SHORE BLVD,,,,0,1720006111000,15526116,146,10,POINT (-122.404187 37.744616),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,85,85
66781,Sloat Blvd&Constanso Way NW-FS/BZ,SLOACON0,SLOACONS,6455,37.73424,-122.489259,,CONSTANSO WAY,SLOAT BLVD,FS,NW,BZ,0,1720006111000,15521460,146,4,POINT (-122.489259 37.73424),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,40,40
66330,O'Farrell St&Taylor St S-MB/BB,OFARTAY1,,7301,37.785849999999996,-122.41198,1,TAYLOR ST,OFARRELL ST,,,,0,1720006111000,15523347,146,5,POINT (-122.41198 37.78585),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,36,20,20
66473,Church St&24TH St NW-NS/SI,CHUR24S0,CHUR24ST,3995,37.7518,-122.427497,,24TH ST,CHURCH ST,NS,NW,SI,0,1720006111000,15515989,146,8,POINT (-122.427497 37.7518),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,22,84,84
68050,Persia Ave&Brazil Ave W-FS/PS,PERSBRZ1,PERSBRZL,5909,37.717791,-122.42277899999999,,BRAZIL AVE,MANSELL ST,FS,WE,,0,1720006111000,15524364,146,11,POINT (-122.422779 37.717791),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,19,73,73
67052,11th St&Howard St S-FS/BZ,11STHWR0,11STHWRD,3241,37.77283,-122.41538,1,HOWARD ST,11TH ST,FS,SO,BZ,0,1720006111000,15520567,146,6,POINT (-122.41538 37.77283),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,20,32,32
68430,Reposa Way&Myra Way N-NS/SB,RPSAMYR0,RPSAMYRA,6228,37.740198,-122.450609,,MYRA WAY,REPOSA WAY,NS,NO,,0,1720006111000,15520244,146,7,POINT (-122.450609 37.740198),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,72,72
67569,Felton St&Madison St N-MB,FELTMAD0,FELTMADI,4589,37.725598,-122.422043,,MADISON ST,FELTON ST,MB,NO,FL,0,1720006111000,15520443,146,11,POINT (-122.422043 37.725598),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,7,92,92
66863,Sacramento St&Grant Ave NW-FS/BZ,SACOGRN0,SACOGRNT,6299,37.793411,-122.406306,1,GRANT AVE,SACRAMENTO ST,FS,NW,BZ,1,1720006111000,15525417,146,3,POINT (-122.406306 37.793411),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,104,104
67212,45th Ave&Cabrillo St NE-FS/PS,45AVCBR1,45AVCBRO,3572,37.773573,-122.50567,,CABRILLO ST,45TH AVE,FS,NE,,0,1720006111000,15515583,146,1,POINT (-122.50567 37.773573),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
